p_raw,p_cal,attack
0.990687,0.729095,A19
0.998686,0.950577,A13
0.99997,0.996062,A10
0.999268,0.971859,A08
0.989577,0.706043,A19
0.010962,0.00028,A08
0.000423,1.1e-05,none
1e-05,3e-06,A19
1.0,0.996062,A09
0.818134,0.102179,A08
0.997519,0.910502,A13
1.0,0.996062,A12
0.999948,0.996062,A11
3.5e-05,3e-06,none
3.5e-05,3e-06,none
1.7e-05,3e-06,none
0.999138,0.967027,A12
0.999987,0.996062,A07
1.5e-05,3e-06,none
1.0,0.996062,A12
0.99925,0.9712,A16
0.999922,0.996062,A11
0.000255,6e-06,none
0.000527,1.3e-05,none
0.002038,5.2e-05,none
0.991485,0.746564,A14
0.999999,0.996062,A12
0.995323,0.843362,A13
0.999747,0.990114,A13
0.99992,0.996062,A15
0.999065,0.964344,A14
0.007956,0.000203,A18
0.939966,0.283724,A19
0.999138,0.967018,A13
0.834086,0.112832,A08
0.99959,0.984049,A08
4e-06,3e-06,none
0.000104,3e-06,A17
1.0,0.996062,A16
0.996996,0.893581,A08
0.99997,0.996062,A16
0.537161,0.028524,A19
0.999999,0.996062,A11
0.999978,0.996062,A13
1.0,0.996062,A09
0.999984,0.996062,A15
0.0012,3e-05,A17
0.937629,0.27553,A19
1.5e-05,3e-06,A17
0.01035,0.000265,A18
0.010198,0.000261,A18
0.999918,0.996062,A08
0.001134,2.9e-05,A19
0.999113,0.966098,A10
0.989186,0.698268,A13
0.999949,0.996062,A11
0.003911,9.9e-05,A08
0.999948,0.996062,A15
0.979424,0.546328,A13
0.999966,0.996062,A13
1.0,0.996062,A09
0.004597,0.000117,A17
0.999906,0.996062,A07
0.999937,0.996062,A15
0.999992,0.996062,A12
0.999927,0.996062,A07
0.999974,0.996062,A16
0.999995,0.996062,A11
0.999978,0.996062,A16
0.999952,0.996062,A07
0.999999,0.996062,A13
0.998333,0.938081,A07
6.9e-05,3e-06,none
0.986261,0.6449,A08
0.999974,0.996062,A10
1.0,0.996062,A09
0.972736,0.474413,A19
0.983343,0.598964,A18
1.0,0.996062,A12
0.061861,0.001665,A19
0.999996,0.996062,A14
0.946142,0.307685,A16
0.999994,0.996062,A11
1.0,0.996062,A12
1.0,0.996062,A12
0.999696,0.988123,A07
3e-05,3e-06,A19
7e-06,3e-06,none
0.999971,0.996062,A13
1.0,0.996062,A09
0.999437,0.97822,A11
0.950151,0.325331,A19
0.991084,0.737689,A15
0.999988,0.996062,A11
1.2e-05,3e-06,none
1.0,0.996062,A09
6e-05,3e-06,A17
0.001257,3.2e-05,none
0.995073,0.836329,A13
0.000528,1.3e-05,A17
0.998834,0.955895,A11
5e-05,3e-06,A17
0.999991,0.996062,A15
0.000205,5e-06,A17
0.001247,3.2e-05,A17
0.99994,0.996062,A16
0.998496,0.943809,A07
0.954212,0.345216,A13
0.999998,0.996062,A12
0.886409,0.164871,A10
0.982888,0.592358,A19
6.2e-05,3e-06,none
0.999043,0.963528,A08
0.998348,0.938591,A08
1.0,0.996062,A13
0.000168,4e-06,none
9e-06,3e-06,A17
1.0,0.996062,A09
0.180789,0.005552,A08
1.0,0.996062,A16
0.112652,0.003201,A18
0.862756,0.137214,A07
0.998223,0.934265,A16
0.694798,0.054457,A16
0.999994,0.996062,A14
0.998713,0.951536,A10
0.999425,0.977762,A15
0.999007,0.962206,A13
0.0,3e-06,A17
0.999947,0.996062,A14
0.002323,5.9e-05,none
0.005827,0.000148,A19
0.99932,0.973791,A08
0.999994,0.996062,A11
9e-06,3e-06,none
0.993463,0.793582,A08
0.999721,0.98907,A14
0.966263,0.420149,A15
0.998953,0.960236,A08
0.999937,0.996062,A15
0.961629,0.388014,A15
0.999963,0.996062,A11
0.007166,0.000183,A19
0.999537,0.982033,A14
0.002388,6.1e-05,A17
0.999905,0.996062,A11
0.999745,0.990007,A08
0.999994,0.996062,A08
0.004224,0.000107,none
1.0,0.996062,A09
0.999813,0.992671,A11
0.999974,0.996062,A15
0.999798,0.992082,A10
9e-06,3e-06,none
0.002453,6.2e-05,none
1.0,0.996062,A12
1.9e-05,3e-06,none
0.999988,0.996062,A08
0.999995,0.996062,A14
0.008252,0.00021,none
0.9475,0.313461,A15
1e-05,3e-06,A17
0.980538,0.560358,A16
1.0,0.996062,A12
0.223198,0.007217,A18
1.2e-05,3e-06,none
1e-06,3e-06,none
1.0,0.996062,A09
0.002689,6.8e-05,A18
0.99995,0.996062,A08
0.999396,0.976653,A11
0.996207,0.869188,A11
0.998635,0.948723,A11
0.999968,0.996062,A12
0.214996,0.006881,A18
0.996054,0.864595,A19
0.999961,0.996062,A07
0.999967,0.996062,A11
1.0,0.996062,A12
0.945785,0.3062,A16
0.997424,0.907386,A14
0.00673,0.000171,A18
1.0,0.996062,A13
0.999097,0.965511,A10
0.844989,0.121194,A18
0.999748,0.990132,A10
0.000303,8e-06,A19
0.999979,0.996062,A10
0.969691,0.447326,A18
1.4e-05,3e-06,none
0.999968,0.996062,A07
0.999408,0.977122,A13
0.945038,0.303136,A18
0.999889,0.995622,A15
0.789241,0.086539,A15
2e-06,3e-06,none
0.992923,0.780193,A08
0.877196,0.153052,A18
0.99793,0.924207,A13
8e-06,3e-06,none
0.999999,0.996062,A12
0.999941,0.996062,A11
0.998155,0.931926,A14
0.749982,0.070536,A19
0.760536,0.074373,A18
1.0,0.996062,A14
0.999917,0.996062,A11
0.265632,0.009068,A17
0.0447,0.001182,A19
9e-06,3e-06,A17
4.4e-05,3e-06,A17
3.1e-05,3e-06,none
0.999603,0.984543,A08
0.078291,0.002144,A19
0.986613,0.650896,A14
0.010561,0.00027,A19
1.0,0.996062,A12
1.0,0.996062,A09
0.999995,0.996062,A07
0.999975,0.996062,A07
0.999996,0.996062,A11
0.000163,4e-06,none
1.0,0.996062,A09
0.999892,0.995763,A07
2e-05,3e-06,none
0.999958,0.996062,A15
0.999992,0.996062,A11
0.999979,0.996062,A08
0.999805,0.992342,A08
0.000242,6e-06,none
0.997043,0.895062,A07
0.0001,3e-06,none
6e-06,3e-06,none
0.999991,0.996062,A16
0.000385,1e-05,A18
0.999607,0.984689,A11
0.999991,0.996062,A14
0.992597,0.772325,A08
0.999937,0.996062,A14
1.0,0.996062,A09
0.001292,3.3e-05,A18
1.0,0.996062,A16
1.0,0.996062,A09
0.995938,0.861172,A08
0.98956,0.705703,A13
0.274197,0.009467,A19
1.0,0.996062,A09
0.943417,0.296671,A19
0.999853,0.994241,A13
0.004969,0.000126,A17
0.99995,0.996062,A13
0.999867,0.994782,A07
0.001545,3.9e-05,A08
1.0,0.996062,A12
0.999405,0.977005,A07
0.977695,0.525827,A11
0.999954,0.996062,A10
0.999997,0.996062,A16
0.999499,0.98057,A10
0.820607,0.103722,A13
1.6e-05,3e-06,none
0.034448,0.000902,A17
0.65587,0.045999,A18
0.999135,0.966919,A11
1.0,0.996062,A09
1.0,0.996062,A14
0.999973,0.996062,A16
1.3e-05,3e-06,none
0.999827,0.993196,A10
1.0,0.996062,A12
0.999987,0.996062,A07
0.997549,0.911481,A10
0.99994,0.996062,A13
3.3e-05,3e-06,A17
1.0,0.996062,A14
0.99994,0.996062,A11
0.999275,0.972136,A14
0.999742,0.989906,A10
0.910993,0.205677,A18
0.998982,0.961297,A13
1.2e-05,3e-06,none
0.999982,0.996062,A15
1.0,0.996062,A09
0.99562,0.851865,A16
1.0,0.996062,A12
0.984718,0.619792,A13
0.999989,0.996062,A11
0.786875,0.085426,A08
0.998743,0.952605,A16
0.978544,0.5357,A16
1.0,0.996062,A12
0.000576,1.5e-05,none
0.999466,0.979304,A07
0.999998,0.996062,A14
0.899553,0.184713,A16
6e-06,3e-06,none
2.9e-05,3e-06,A19
0.997091,0.896593,A19
0.997318,0.903922,A13
0.00094,2.4e-05,A19
0.0,3e-06,none
0.999617,0.985085,A10
0.999849,0.994078,A15
1.7e-05,3e-06,none
0.999849,0.994074,A11
1.0,0.996062,A09
0.999937,0.996062,A13
0.999982,0.996062,A07
0.923605,0.23422,A19
0.999365,0.975501,A08
0.99997,0.996062,A16
0.975471,0.501514,A13
0.001413,3.6e-05,A17
1.0,0.996062,A09
0.999997,0.996062,A12
0.99999,0.996062,A07
1.0,0.996062,A12
0.999997,0.996062,A12
0.998701,0.951096,A14
0.999941,0.996062,A07
0.999959,0.996062,A14
0.000515,1.3e-05,none
1.0,0.996062,A12
0.00011,3e-06,A17
1.0,0.996062,A09
0.997069,0.895898,A14
0.001057,2.7e-05,A18
0.999998,0.996062,A09
0.999651,0.986382,A14
0.99811,0.930349,A07
0.001569,4e-05,none
3e-06,3e-06,none
0.999838,0.993622,A10
0.991762,0.752829,A08
0.99591,0.860348,A13
0.984158,0.611144,A19
0.000245,6e-06,none
1.0,0.996062,A09
0.999891,0.995725,A11
0.134711,0.003923,none
0.999994,0.996062,A08
0.012737,0.000326,none
1.0,0.996062,A09
1.0,0.996062,A12
0.999992,0.996062,A07
0.990884,0.733337,A19
0.999482,0.979929,A13
0.013227,0.000339,A18
0.998042,0.928017,A18
0.993261,0.788518,A18
0.999986,0.996062,A13
1.0,0.996062,A12
0.014454,0.000371,A18
0.999865,0.994694,A07
1.0,0.996062,A16
0.011884,0.000304,A18
0.999998,0.996062,A14
2.5e-05,3e-06,none
0.00145,3.7e-05,A18
0.927419,0.244291,A18
0.997877,0.922444,A19
0.985962,0.639875,A16
1.0,0.996062,A14
0.007266,0.000185,A19
0.999987,0.996062,A11
0.999956,0.996062,A07
0.999943,0.996062,A08
0.999473,0.979567,A07
1.0,0.996062,A16
1.8e-05,3e-06,none
0.999993,0.996062,A14
0.999906,0.996062,A10
0.066621,0.001802,A18
1.0,0.996062,A09
0.999861,0.994526,A08
0.000711,1.8e-05,none
0.001938,4.9e-05,A18
0.851451,0.126643,A18
1e-06,3e-06,none
0.999196,0.969183,A15
0.999941,0.996062,A15
0.999761,0.990627,A16
0.000918,2.3e-05,A17
0.995537,0.849466,A07
0.007448,0.00019,A19
0.99987,0.994885,A14
1.1e-05,3e-06,A19
0.999994,0.996062,A16
9e-06,3e-06,A17
0.000696,1.8e-05,none
0.991468,0.746188,A16
1.0,0.996062,A12
0.999315,0.973612,A14
0.985389,0.630477,A13
0.999842,0.99378,A10
0.999989,0.996062,A13
1.0,0.996062,A12
0.00021,5e-06,A08
3e-06,3e-06,none
0.999395,0.976631,A08
0.998868,0.957116,A19
1.0,0.996062,A12
0.999996,0.996062,A14
1.0,0.996062,A12
0.995171,0.839064,A15
0.999967,0.996062,A07
1.0,0.996062,A09
0.999935,0.996062,A14
0.999813,0.992662,A07
0.002259,5.7e-05,A19
0.99933,0.97418,A10
0.001196,3e-05,A18
0.999996,0.996062,A14
0.999792,0.991827,A15
4e-05,3e-06,none
0.000235,6e-06,A17
0.993034,0.782916,A15
6.3e-05,3e-06,none
0.997576,0.912371,A13
1.0,0.996062,A09
0.99948,0.979861,A07
1.6e-05,3e-06,A17
0.99889,0.957936,A14
0.999359,0.975285,A11
0.999999,0.996062,A08
1.0,0.996062,A12
1.0,0.996062,A12
0.998514,0.94443,A13
0.941253,0.288428,A19
1.0,0.996062,A12
0.99999,0.996062,A12
0.999991,0.996062,A10
0.999976,0.996062,A14
1.0,0.996062,A12
0.998946,0.959973,A10
0.925271,0.238525,A18
0.999993,0.996062,A11
1.0,0.996062,A13
0.0,3e-06,A17
0.967151,0.426884,A14
0.002027,5.1e-05,none
0.999695,0.988087,A10
0.998617,0.948096,A14
0.007581,0.000193,none
0.001292,3.3e-05,A18
0.999999,0.996062,A12
0.999992,0.996062,A07
2e-06,3e-06,A17
0.999026,0.962908,A13
1.0,0.996062,A12
1.0,0.996062,A09
0.999818,0.992839,A07
0.99891,0.958641,A13
0.999707,0.988545,A11
0.999991,0.996062,A16
0.007984,0.000204,A18
1.0,0.996062,A12
0.999984,0.996062,A15
0.999995,0.996062,A10
1.0,0.996062,A09
0.99994,0.996062,A10
4.3e-05,3e-06,A17
0.99999,0.996062,A07
0.970527,0.454464,A08
0.999991,0.996062,A07
1.0,0.996062,A12
1.0,0.996062,A12
0.000766,1.9e-05,A18
9.9e-05,3e-06,none
0.99995,0.996062,A11
0.999783,0.991502,A15
0.016135,0.000415,none
0.999927,0.996062,A10
0.978778,0.538489,A10
0.97117,0.460104,A19
2.3e-05,3e-06,A19
0.031357,0.000818,A16
1e-06,3e-06,A17
0.997103,0.896995,A14
0.99973,0.989444,A10
1.0,0.996062,A12
0.999964,0.996062,A15
0.070369,0.001911,A18
9e-06,3e-06,none
1.6e-05,3e-06,A17
0.999899,0.996024,A13
0.001158,2.9e-05,A19
6e-06,3e-06,A17
1.0,0.996062,A09
0.999985,0.996062,A11
1.0,0.996062,A12
0.004866,0.000124,A17
0.999994,0.996062,A14
0.999999,0.996062,A12
0.99999,0.996062,A08
0.0,3e-06,none
0.98836,0.682355,A19
0.999736,0.98967,A12
0.001227,3.1e-05,A17
0.315318,0.011517,A13
0.999542,0.98221,A15
0.099341,0.002783,A19
0.155437,0.004635,A16
0.999674,0.987277,A11
0.999999,0.996062,A16
0.999933,0.996062,A07
0.999335,0.974357,A15
0.999605,0.984611,A15
0.748979,0.070187,A19
1.0,0.996062,A14
1.0,0.996062,A12
0.999945,0.996062,A14
1.0,0.996062,A09
0.997609,0.91347,A16
0.99996,0.996062,A14
4.6e-05,3e-06,none
1.0,0.996062,A09
0.99234,0.766221,A16
0.999959,0.996062,A11
1.0,0.996062,A12
0.996457,0.876776,A13
0.999569,0.983237,A15
1.0,0.996062,A09
0.999963,0.996062,A13
0.005962,0.000152,A17
1.0,0.996062,A16
8e-06,3e-06,A17
0.993592,0.796852,A07
0.962392,0.392981,A08
0.993912,0.805076,A19
0.999971,0.996062,A16
0.944393,0.300532,A07
0.999994,0.996062,A11
0.000344,9e-06,none
0.999999,0.996062,A12
0.994119,0.810481,A15
4e-06,3e-06,A17
0.999997,0.996062,A16
0.999999,0.996062,A12
1.0,0.996062,A12
0.989207,0.69868,A12
0.999994,0.996062,A14
0.998834,0.955895,A13
1.0,0.996062,A12
2e-05,3e-06,none
0.999999,0.996062,A13
0.999484,0.979999,A15
0.999997,0.996062,A11
0.51434,0.026094,A19
2.3e-05,3e-06,A17
0.614925,0.038831,A15
0.999995,0.996062,A11
0.947263,0.312438,A16
0.999996,0.996062,A14
0.999977,0.996062,A16
0.998319,0.93758,A11
0.962667,0.394801,A13
0.997973,0.92567,A15
0.005176,0.000132,none
0.996953,0.892213,A13
1.0,0.996062,A14
0.998235,0.934688,A07
0.999934,0.996062,A10
0.904872,0.193967,none
0.009021,0.00023,A19
0.998975,0.961025,A10
0.99703,0.894654,A11
0.913903,0.211693,A19
0.004098,0.000104,none
0.999713,0.988784,A15
0.999969,0.996062,A12
0.998264,0.935691,A15
3.6e-05,3e-06,none
0.024446,0.000634,none
0.000232,6e-06,A19
0.974381,0.490366,A19
0.999859,0.994451,A10
0.999939,0.996062,A08
0.996966,0.89263,A15
1e-05,3e-06,none
0.99933,0.974167,A07
0.998864,0.956973,A07
0.999988,0.996062,A07
0.000183,5e-06,none
8.8e-05,3e-06,A17
0.99999,0.996062,A13
0.999999,0.996062,A12
0.996086,0.865576,A19
0.999534,0.981905,A13
1.0,0.996062,A12
1.0,0.996062,A09
0.998344,0.938466,A08
0.002665,6.8e-05,A17
0.007924,0.000202,none
0.999105,0.96579,A10
0.994946,0.832795,A16
0.999997,0.996062,A10
0.999974,0.996062,A12
1.0,0.996062,A09
0.999113,0.966107,A13
0.999854,0.994269,A10
9.2e-05,3e-06,A17
0.985793,0.637087,A15
0.003281,8.3e-05,A17
1.0,0.996062,A12
7.1e-05,3e-06,none
0.747471,0.069666,A17
0.999442,0.978414,A10
0.999819,0.992899,A13
0.995721,0.854797,A07
0.99994,0.996062,A11
0.768436,0.077451,A08
0.960075,0.378248,A13
1.0,0.996062,A12
0.000248,6e-06,none
0.999915,0.996062,A13
0.999985,0.996062,A14
1.0,0.996062,A09
0.998961,0.960502,A10
5e-06,3e-06,none
0.999848,0.994027,A15
0.998217,0.934054,A10
6e-06,3e-06,A17
3.2e-05,3e-06,A17
0.001056,2.7e-05,A17
0.999902,0.996062,A10
0.003679,9.3e-05,A19
0.999909,0.996062,A08
0.999989,0.996062,A10
0.994934,0.832455,A13
0.302131,0.010834,A19
0.722791,0.061882,A07
0.925153,0.238216,A19
0.998842,0.95618,A10
0.000163,4e-06,A17
0.00137,3.5e-05,none
1.0,0.996062,A09
0.999995,0.996062,A10
0.844972,0.12118,A13
0.025212,0.000654,A17
0.999994,0.996062,A11
0.980778,0.563473,A15
1.0,0.996062,A14
0.063107,0.001701,A16
1.0,0.996062,A09
0.999999,0.996062,A09
1.0,0.996062,A12
0.999985,0.996062,A14
0.00353,9e-05,A18
0.997206,0.900286,A07
0.011931,0.000305,none
0.997826,0.920698,A15
1.0,0.996062,A09
0.999928,0.996062,A11
0.989714,0.708815,A15
0.991755,0.752675,A16
1.0,0.996062,A16
1.0,0.996062,A09
0.996639,0.882364,A08
0.999551,0.982563,A16
1.0,0.996062,A12
0.0,3e-06,none
0.999851,0.994139,A11
0.999995,0.996062,A15
0.998902,0.958372,A13
0.999783,0.991511,A15
0.991017,0.736219,A07
0.999403,0.976924,A11
0.959504,0.374775,A18
0.995389,0.845229,A13
0.999993,0.996062,A12
0.995568,0.850371,A07
0.251101,0.008411,A19
0.901196,0.187488,A11
0.999997,0.996062,A16
0.001035,2.6e-05,A17
0.999308,0.973348,A16
1.0,0.996062,A12
0.999968,0.996062,A10
5e-06,3e-06,none
0.098643,0.002761,A18
0.999456,0.978956,A14
0.999953,0.996062,A08
0.999676,0.987355,A07
0.999803,0.992281,A07
0.987235,0.661764,A19
0.998928,0.959303,A11
5e-06,3e-06,none
0.672806,0.049449,A19
0.999951,0.996062,A08
0.999976,0.996062,A15
0.999282,0.972381,A13
1e-06,3e-06,none
2.5e-05,3e-06,none
0.003055,7.8e-05,A08
0.388153,0.015796,A13
0.99974,0.989832,A10
0.999819,0.992894,A10
0.999995,0.996062,A13
1.0,0.996062,A09
1.0,0.996062,A12
1.0,0.996062,A16
1.0,0.996062,A12
1.0,0.996062,A09
0.999974,0.996062,A07
0.009848,0.000252,A17
1.0,0.996062,A09
0.223359,0.007223,A19
0.999761,0.990627,A16
0.999991,0.996062,A07
1.0,0.996062,A09
0.99998,0.996062,A09
1.0,0.996062,A16
0.999874,0.995025,A07
0.999978,0.996062,A07
0.997186,0.899661,A08
0.999978,0.996062,A08
0.999991,0.996062,A08
1.0,0.996062,A09
0.998384,0.939867,A07
0.011567,0.000296,A18
0.013595,0.000349,A17
1e-06,3e-06,A17
0.998004,0.926733,A08
0.075226,0.002054,none
0.001802,4.6e-05,A17
1.0,0.996062,A09
0.999904,0.996062,A10
1.0,0.996062,A12
0.974723,0.493812,A16
0.999853,0.994232,A11
0.999263,0.97169,A08
0.918706,0.222337,A19
0.9998,0.992151,A07
0.000422,1.1e-05,none
0.825332,0.106776,A18
7.7e-05,3e-06,A19
1.0,0.996062,A12
1.0,0.996062,A12
0.003079,7.8e-05,A18
1.0,0.996062,A12
0.999934,0.996062,A11
0.999801,0.992202,A14
0.999288,0.972622,A14
0.007923,0.000202,A17
0.989132,0.697203,A13
1.0,0.996062,A16
8.3e-05,3e-06,none
0.999946,0.996062,A08
0.999945,0.996062,A15
1.0,0.996062,A09
0.99999,0.996062,A11
0.999775,0.991187,A07
1.0,0.996062,A12
0.999838,0.99365,A10
0.994452,0.819313,A15
0.99999,0.996062,A10
0.999783,0.991502,A07
0.999985,0.996062,A07
0.999982,0.996062,A08
0.999998,0.996062,A14
1.0,0.996062,A09
0.992359,0.766656,A11
0.005142,0.000131,A18
0.999994,0.996062,A11
0.001866,4.7e-05,A08
0.99957,0.983292,A08
0.998575,0.946608,A19
1.0,0.996062,A12
0.999925,0.996062,A15
0.999973,0.996062,A15
0.000599,1.5e-05,none
0.001004,2.5e-05,none
1.0,0.996062,A12
0.970315,0.452633,A19
0.833232,0.112217,A18
1.0,0.996062,A16
0.253939,0.008537,A19
1.0,0.996062,A09
0.003717,9.4e-05,A17
0.996819,0.887976,A08
0.998857,0.956735,A10
0.999972,0.996062,A11
1.0,0.996062,A14
1.0,0.996062,A09
0.999987,0.996062,A14
1e-06,3e-06,none
0.999966,0.996062,A07
0.016009,0.000411,A18
0.999999,0.996062,A13
1.0,0.996062,A09
1.0,0.996062,A14
0.999672,0.987208,A07
0.000835,2.1e-05,A17
3.8e-05,3e-06,none
0.999992,0.996062,A16
0.999721,0.98907,A13
0.922475,0.23138,A15
0.99996,0.996062,A12
0.995621,0.851893,A08
0.9963,0.872005,A17
0.999999,0.996062,A09
0.001585,4e-05,A19
0.512134,0.02587,A19
0.999998,0.996062,A07
0.999985,0.996062,A11
0.000705,1.8e-05,A19
0.99532,0.843264,A07
0.999997,0.996062,A13
5.9e-05,3e-06,none
0.999999,0.996062,A10
0.998601,0.947534,A08
0.300239,0.010738,A19
0.999977,0.996062,A10
0.995889,0.85971,A08
0.999924,0.996062,A14
0.060123,0.001616,A18
2e-06,3e-06,A17
0.99995,0.996062,A14
0.999975,0.996062,A11
0.99871,0.951429,A15
0.546615,0.029598,A18
0.999874,0.995043,A08
4e-06,3e-06,none
0.99579,0.856802,A14
0.999999,0.996062,A10
0.999992,0.996062,A11
0.999999,0.996062,A13
5e-06,3e-06,A17
1e-06,3e-06,none
0.999999,0.996062,A09
0.999944,0.996062,A14
0.998686,0.950568,A07
0.00113,2.9e-05,A18
0.99869,0.950696,A10
0.99999,0.996062,A08
0.999997,0.996062,A16
0.009926,0.000254,none
0.999989,0.996062,A16
0.999812,0.99262,A13
0.996451,0.87658,A16
0.999796,0.992012,A07
0.999959,0.996062,A15
1.0,0.996062,A12
0.016164,0.000415,A19
0.999961,0.996062,A15
3e-05,3e-06,A17
0.999985,0.996062,A14
1.0,0.996062,A16
0.999982,0.996062,A13
1.0,0.996062,A09
0.992441,0.768594,A10
0.999993,0.996062,A09
0.999943,0.996062,A14
0.786868,0.085423,A18
0.457547,0.020893,A18
0.743395,0.068287,A08
1.0,0.996062,A09
0.07297,0.001987,A18
0.0,3e-06,none
0.000555,1.4e-05,none
0.000153,4e-06,A17
0.953361,0.340862,A16
0.994379,0.817379,A12
0.999823,0.993043,A10
1.0,0.996062,A09
1.0,0.996062,A16
0.250308,0.008376,A18
0.999892,0.995744,A11
1.0,0.996062,A16
0.999988,0.996062,A08
0.701292,0.056065,A19
0.99997,0.996062,A08
1.0,0.996062,A09
0.955556,0.352299,A19
1.0,0.996062,A09
0.999915,0.996062,A11
0.808232,0.096352,A18
0.999949,0.996062,A07
0.999996,0.996062,A14
0.999997,0.996062,A08
1e-06,3e-06,none
0.996187,0.868598,A11
8.2e-05,3e-06,none
0.999986,0.996062,A10
0.993308,0.789694,A13
0.999994,0.996062,A16
0.999981,0.996062,A10
0.999998,0.996062,A11
0.990599,0.727206,A10
0.998565,0.946259,A15
0.835272,0.113695,A16
1.0,0.996062,A09
0.908373,0.200517,A19
1.0,0.996062,A14
0.999975,0.996062,A11
0.001461,3.7e-05,A18
1.0,0.996062,A12
0.000353,9e-06,none
1.0,0.996062,A12
0.014622,0.000375,A18
0.021035,0.000543,none
0.997566,0.912022,A07
0.00864,0.00022,none
0.993818,0.802633,A15
1.0,0.996062,A14
0.997917,0.923769,A07
0.999989,0.996062,A16
9.6e-05,3e-06,A19
0.961506,0.387223,A12
0.999989,0.996062,A16
0.00304,7.7e-05,A18
0.000349,9e-06,A18
0.830969,0.110613,A18
0.002387,6.1e-05,none
0.987782,0.67163,A15
1.0,0.996062,A12
0.975115,0.497826,A13
3e-06,3e-06,none
0.000218,6e-06,A19
0.999921,0.996062,A11
0.049799,0.001324,none
4.3e-05,3e-06,none
1.0,0.996062,A09
1.0,0.996062,A09
0.999996,0.996062,A16
0.999946,0.996062,A15
8e-05,3e-06,none
1.0,0.996062,A12
0.000496,1.3e-05,A17
3e-06,3e-06,none
0.48426,0.023203,A18
0.999983,0.996062,A12
0.000113,3e-06,A17
1.0,0.996062,A09
0.99874,0.952514,A13
0.999366,0.975536,A08
0.996451,0.876591,A10
0.999988,0.996062,A11
0.999974,0.996062,A07
0.999958,0.996062,A07
1.0,0.996062,A09
1.0,0.996062,A09
0.999962,0.996062,A07
0.000151,4e-06,A17
0.03242,0.000847,A18
1.0,0.996062,A09
0.99999,0.996062,A07
0.989546,0.705417,A10
0.996381,0.874467,A13
0.999943,0.996062,A08
0.998305,0.937123,A11
0.999402,0.976879,A11
0.99996,0.996062,A14
0.997569,0.912138,A15
0.00266,6.7e-05,A18
0.999999,0.996062,A14
0.000118,3e-06,none
0.0,3e-06,none
0.854624,0.129469,A07
0.999824,0.993099,A13
0.000724,1.8e-05,A17
0.004097,0.000104,A17
0.99999,0.996062,A16
0.509552,0.025611,A16
1.0,0.996062,A14
3e-06,3e-06,none
0.999513,0.981106,A10
0.999999,0.996062,A15
8.4e-05,3e-06,A17
0.999995,0.996062,A14
0.995094,0.836893,A11
0.999617,0.985067,A07
0.976369,0.511071,A13
0.999886,0.99551,A10
4e-06,3e-06,none
0.271039,0.009319,A08
0.999023,0.962777,A07
0.013777,0.000353,A17
0.973835,0.484962,A19
0.999698,0.988215,A07
3.7e-05,3e-06,none
0.999994,0.996062,A15
0.983553,0.602047,A18
0.999991,0.996062,A12
1.0,0.996062,A16
0.999969,0.996062,A16
8.9e-05,3e-06,A17
1.0,0.996062,A09
0.999825,0.993141,A11
0.685872,0.052346,A08
0.996485,0.877625,A07
0.999999,0.996062,A13
0.999999,0.996062,A16
0.999926,0.996062,A15
0.882535,0.159716,A19
0.99977,0.990997,A07
0.99991,0.996062,A13
3.7e-05,3e-06,none
0.99953,0.981742,A07
0.999732,0.989509,A15
0.129406,0.003746,A19
1.0,0.996062,A13
0.999923,0.996062,A14
0.999961,0.996062,A14
0.999752,0.990308,A10
0.00024,6e-06,A18
1.0,0.996062,A13
0.000361,9e-06,none
1.0,0.996062,A14
0.999861,0.994549,A13
0.0,3e-06,A17
0.999891,0.995692,A10
1.0,0.996062,A09
0.00021,5e-06,none
0.999716,0.988881,A10
1.0,0.996062,A09
0.999713,0.988771,A13
0.998334,0.93811,A11
0.999943,0.996062,A10
0.999995,0.996062,A14
1.0,0.996062,A13
1.0,0.996062,A12
1.0,0.996062,A09
1.0,0.996062,A09
0.999984,0.996062,A10
0.000184,5e-06,none
0.000155,4e-06,none
0.000139,4e-06,none
0.999927,0.996062,none
0.99921,0.969704,A16
1.0,0.996062,A12
2.5e-05,3e-06,none
0.993693,0.799447,A15
0.999434,0.978111,A07
1.0,0.996062,A16
1.0,0.996062,A14
0.000133,3e-06,A17
0.99972,0.989043,A11
0.996654,0.882834,A10
0.999901,0.996062,A10
0.305864,0.011025,A19
1.0,0.996062,A09
0.999926,0.996062,A12
0.999979,0.996062,A07
0.999988,0.996062,A14
0.997576,0.912379,A14
7.5e-05,3e-06,none
1.0,0.996062,A12
1.0,0.996062,A09
1.0,0.996062,A13
0.998357,0.93891,A08
0.999995,0.996062,A14
0.999757,0.990488,A16
0.907137,0.198161,A19
0.97092,0.457902,A08
4.4e-05,3e-06,A17
0.991987,0.75799,A07
1.0,0.996062,A12
0.999904,0.996062,A10
0.821818,0.104492,A07
0.999981,0.996062,A15
0.999705,0.988457,A12
0.999998,0.996062,A14
0.976957,0.517512,A19
0.999976,0.996062,A16
1.0,0.996062,A09
1.0,0.996062,A12
0.281814,0.00983,none
0.999999,0.996062,A14
1.8e-05,3e-06,A17
0.999942,0.996062,A10
0.120463,0.003453,A18
0.999824,0.993076,A15
0.998579,0.946739,A11
0.99957,0.983265,A11
0.999969,0.996062,A10
1.5e-05,3e-06,A17
0.796024,0.089858,A15
0.122996,0.003535,A19
0.99999,0.996062,A10
1.0,0.996062,A12
